val_Total_Loss,val_Energy_MAE,val_Force_MAE,val_Stress_MAE,val_Site_Wise_MAE,val_Energy_RMSE,val_Force_RMSE,val_Stress_RMSE,val_Site_Wise_RMSE,epoch,step,train_Total_Loss,train_Energy_MAE,train_Force_MAE,train_Stress_MAE,train_Site_Wise_MAE,train_Energy_RMSE,train_Force_RMSE,train_Stress_RMSE,train_Site_Wise_RMSE
0.8415998816490173,0.006800659000873566,0.83479905128479,0.0,0.0,0.006850860081613064,1.1253106594085693,0.0,0.0,0,62,,,,,,,,,
,,,,,,,,,0,62,0.8417284488677979,0.008408630266785622,0.8333198428153992,0.0,0.0,0.009782446548342705,1.1218796968460083,0.0,0.0
0.8416431546211243,0.0069442749954760075,0.8346988558769226,0.0,0.0,0.006986100226640701,1.1252381801605225,0.0,0.0,1,125,,,,,,,,,
,,,,,,,,,1,125,0.8401731848716736,0.006916259881108999,0.8332569003105164,0.0,0.0,0.008218622766435146,1.1213990449905396,0.0,0.0
0.8368020057678223,0.007495117373764515,0.8293068408966064,0.0,0.0,0.007726509124040604,1.1212941408157349,0.0,0.0,2,188,,,,,,,,,
,,,,,,,,,2,188,0.839417040348053,0.007034423761069775,0.8323826193809509,0.0,0.0,0.008308487944304943,1.120890498161316,0.0,0.0
0.5736880898475647,0.0061401366256177425,0.5675479769706726,0.0,0.0,0.006838458124548197,0.823265016078949,0.0,0.0,3,251,,,,,,,,,
,,,,,,,,,3,251,0.7196221947669983,0.024814940989017487,0.694807231426239,0.0,0.0,0.025799740105867386,0.9731770753860474,0.0,0.0
0.42058441042900085,0.056471314281225204,0.3641130328178406,0.0,0.0,0.05665338784456253,0.5222536325454712,0.0,0.0,4,314,,,,,,,,,
,,,,,,,,,4,314,0.4687274992465973,0.026084167882800102,0.44264334440231323,0.0,0.0,0.026891689747571945,0.6499409079551697,0.0,0.0
0.37289971113204956,0.05618859827518463,0.31671109795570374,0.0,0.0,0.05638150870800018,0.4553549885749817,0.0,0.0,5,377,,,,,,,,,
,,,,,,,,,5,377,0.35668280720710754,0.02089373767375946,0.3357890844345093,0.0,0.0,0.021493375301361084,0.47680357098579407,0.0,0.0
0.2860504984855652,0.02661437913775444,0.25943610072135925,0.0,0.0,0.026970375329256058,0.3796003460884094,0.0,0.0,6,440,,,,,,,,,
,,,,,,,,,6,440,0.32448309659957886,0.03888958692550659,0.28559350967407227,0.0,0.0,0.039271801710128784,0.4133175313472748,0.0,0.0
0.2611170709133148,0.016619019210338593,0.24449805915355682,0.0,0.0,0.01734168455004692,0.3571137487888336,0.0,0.0,7,503,,,,,,,,,
,,,,,,,,,7,503,0.2890355587005615,0.02085534669458866,0.26818010210990906,0.0,0.0,0.021458366885781288,0.3817763030529022,0.0,0.0
0.3211216628551483,0.09098175168037415,0.230139821767807,0.0,0.0,0.09108708798885345,0.33646270632743835,0.0,0.0,8,566,,,,,,,,,
,,,,,,,,,8,566,0.2667464315891266,0.02898358181118965,0.23776280879974365,0.0,0.0,0.029484476894140244,0.3424127399921417,0.0,0.0
0.24452710151672363,0.019660279154777527,0.22486679255962372,0.0,0.0,0.02020174451172352,0.32485467195510864,0.0,0.0,9,629,,,,,,,,,
,,,,,,,,,9,629,0.25894808769226074,0.03173785284161568,0.22721026837825775,0.0,0.0,0.032202739268541336,0.3300934433937073,0.0,0.0
0.20366112887859344,0.004738159012049437,0.19892296195030212,0.0,0.0,0.005513116717338562,0.28917670249938965,0.0,0.0,10,692,,,,,,,,,
,,,,,,,,,10,692,0.22630442678928375,0.014369506388902664,0.2119349241256714,0.0,0.0,0.015023903921246529,0.3070064187049866,0.0,0.0
0.24504046142101288,0.016141723841428757,0.22889871895313263,0.0,0.0,0.01660386472940445,0.3233223855495453,0.0,0.0,11,755,,,,,,,,,
,,,,,,,,,11,755,0.221172034740448,0.01684417761862278,0.20432786643505096,0.0,0.0,0.01741088181734085,0.2944168746471405,0.0,0.0
0.22217866778373718,0.019491760060191154,0.2026868760585785,0.0,0.0,0.01982877589762211,0.28128567337989807,0.0,0.0,12,818,,,,,,,,,
,,,,,,,,,12,818,0.2146487683057785,0.0116961058229208,0.20295265316963196,0.0,0.0,0.012278441339731216,0.28860095143318176,0.0,0.0
0.2225886732339859,0.024625731632113457,0.1979629397392273,0.0,0.0,0.02490641176700592,0.29322245717048645,0.0,0.0,13,881,,,,,,,,,
,,,,,,,,,13,881,0.20007635653018951,0.011408447287976742,0.188667893409729,0.0,0.0,0.01190955936908722,0.2703547775745392,0.0,0.0
0.19040633738040924,0.006221191491931677,0.18418511748313904,0.0,0.0,0.006910478230565786,0.2594689428806305,0.0,0.0,14,944,,,,,,,,,
,,,,,,,,,14,944,0.19642344117164612,0.013687561266124249,0.18273591995239258,0.0,0.0,0.014217163436114788,0.26220420002937317,0.0,0.0
0.18031540513038635,0.014210815541446209,0.16610458493232727,0.0,0.0,0.014548258855938911,0.2409021556377411,0.0,0.0,15,1007,,,,,,,,,
,,,,,,,,,15,1007,0.19342437386512756,0.018176330253481865,0.17524804174900055,0.0,0.0,0.018599435687065125,0.25142261385917664,0.0,0.0
0.18527434766292572,0.016762573271989822,0.168511763215065,0.0,0.0,0.017042819410562515,0.2457026094198227,0.0,0.0,16,1070,,,,,,,,,
,,,,,,,,,16,1070,0.18253204226493835,0.011414245702326298,0.17111776769161224,0.0,0.0,0.011890878900885582,0.24491548538208008,0.0,0.0
0.20357519388198853,0.037434693425893784,0.16614052653312683,0.0,0.0,0.037557341158390045,0.23409458994865417,0.0,0.0,17,1133,,,,,,,,,
