val_Total_Loss,val_Energy_MAE,val_Force_MAE,val_Stress_MAE,val_Site_Wise_MAE,val_Energy_RMSE,val_Force_RMSE,val_Stress_RMSE,val_Site_Wise_RMSE,epoch,step,train_Total_Loss,train_Energy_MAE,train_Force_MAE,train_Stress_MAE,train_Site_Wise_MAE,train_Energy_RMSE,train_Force_RMSE,train_Stress_RMSE,train_Site_Wise_RMSE
0.8434568643569946,0.006761505268514156,0.836695671081543,0.0,0.0,0.00718249985948205,1.1386756896972656,0.0,0.0,0,124,,,,,,,,,
,,,,,,,,,0,124,0.8439200520515442,0.0058812410570681095,0.8380388617515564,0.0,0.0,0.007009440567344427,1.1411387920379639,0.0,0.0
0.3784109354019165,0.02517746016383171,0.3532335162162781,0.0,0.0,0.025459587574005127,0.546688437461853,0.0,0.0,1,249,,,,,,,,,
,,,,,,,,,1,249,0.5906928181648254,0.024020951241254807,0.5666719675064087,0.0,0.0,0.02479945868253708,0.8007706999778748,0.0,0.0
0.33590778708457947,0.019728638231754303,0.31617915630340576,0.0,0.0,0.02001887373626232,0.4850049912929535,0.0,0.0,2,374,,,,,,,,,
,,,,,,,,,2,374,0.3647615909576416,0.023886246606707573,0.3408755958080292,0.0,0.0,0.024434445425868034,0.5176541805267334,0.0,0.0
0.27365484833717346,0.012414535507559776,0.2612403631210327,0.0,0.0,0.012781811878085136,0.4055381417274475,0.0,0.0,3,499,,,,,,,,,
,,,,,,,,,3,499,0.30561724305152893,0.017023148015141487,0.28859418630599976,0.0,0.0,0.01758619397878647,0.44229990243911743,0.0,0.0
0.2608906924724579,0.006472641136497259,0.2544179856777191,0.0,0.0,0.007009619381278753,0.37575656175613403,0.0,0.0,4,624,,,,,,,,,
,,,,,,,,,4,624,0.2818410396575928,0.02212504670023918,0.25971588492393494,0.0,0.0,0.022542474791407585,0.39222174882888794,0.0,0.0
0.21183094382286072,0.0031204528640955687,0.20871049165725708,0.0,0.0,0.003629437182098627,0.30900099873542786,0.0,0.0,5,749,,,,,,,,,
,,,,,,,,,5,749,0.2503372132778168,0.016589920967817307,0.23374728858470917,0.0,0.0,0.01706727407872677,0.347034215927124,0.0,0.0
0.20602582395076752,0.015608840622007847,0.19041696190834045,0.0,0.0,0.015789644792675972,0.27983787655830383,0.0,0.0,6,874,,,,,,,,,
,,,,,,,,,6,874,0.21962890028953552,0.012131119146943092,0.20749777555465698,0.0,0.0,0.012593029998242855,0.30390769243240356,0.0,0.0
0.25915834307670593,0.07181524485349655,0.18734310567378998,0.0,0.0,0.07185588777065277,0.27409234642982483,0.0,0.0,7,999,,,,,,,,,
,,,,,,,,,7,999,0.20272742211818695,0.015658676624298096,0.18706874549388885,0.0,0.0,0.016084114089608192,0.273153692483902,0.0,0.0
0.18018190562725067,0.01072581484913826,0.16945604979991913,0.0,0.0,0.010948623530566692,0.24911527335643768,0.0,0.0,8,1124,,,,,,,,,
,,,,,,,,,8,1124,0.2136976718902588,0.02343658357858658,0.19026115536689758,0.0,0.0,0.023779524490237236,0.27564260363578796,0.0,0.0
0.205402210354805,0.023948363959789276,0.1814538538455963,0.0,0.0,0.024036742746829987,0.26289883255958557,0.0,0.0,9,1249,,,,,,,,,
,,,,,,,,,9,1249,0.19344031810760498,0.013921737670898438,0.17951858043670654,0.0,0.0,0.014301520772278309,0.25776639580726624,0.0,0.0
0.1676035374403,0.006935913115739822,0.16066762804985046,0.0,0.0,0.007224664092063904,0.23287387192249298,0.0,0.0,10,1374,,,,,,,,,
,,,,,,,,,10,1374,0.19069638848304749,0.015961410477757454,0.17473500967025757,0.0,0.0,0.01629730314016342,0.24924734234809875,0.0,0.0
0.20632505416870117,0.022505447268486023,0.18381962180137634,0.0,0.0,0.02259647659957409,0.2669963240623474,0.0,0.0,11,1499,,,,,,,,,
,,,,,,,,,11,1499,0.18361063301563263,0.016739699989557266,0.1668708473443985,0.0,0.0,0.017051370814442635,0.2387818694114685,0.0,0.0
0.15739206969738007,0.0037799072451889515,0.1536121666431427,0.0,0.0,0.00415886752307415,0.2139199674129486,0.0,0.0,12,1624,,,,,,,,,
,,,,,,,,,12,1624,0.17399625480175018,0.0121555021032691,0.16184072196483612,0.0,0.0,0.012501518242061138,0.23032233119010925,0.0,0.0
0.16700565814971924,0.017080184072256088,0.14992545545101166,0.0,0.0,0.017188120633363724,0.2158062905073166,0.0,0.0,13,1749,,,,,,,,,
,,,,,,,,,13,1749,0.1651056706905365,0.012552947737276554,0.1525527685880661,0.0,0.0,0.012880286201834679,0.2167617380619049,0.0,0.0
0.14808648824691772,0.010266418568789959,0.1378200352191925,0.0,0.0,0.010429337620735168,0.19591471552848816,0.0,0.0,14,1874,,,,,,,,,
,,,,,,,,,14,1874,0.16174378991127014,0.012313904240727425,0.14942990243434906,0.0,0.0,0.012614211067557335,0.2113777995109558,0.0,0.0
0.1457463800907135,0.012851150706410408,0.13289512693881989,0.0,0.0,0.012974033132195473,0.18920646607875824,0.0,0.0,15,1999,,,,,,,,,
,,,,,,,,,15,1999,0.14627130329608917,0.011432556435465813,0.1348387449979782,0.0,0.0,0.011721867136657238,0.1918981373310089,0.0,0.0
0.1343480497598648,0.006383636500686407,0.12796439230442047,0.0,0.0,0.006616135593503714,0.18211700022220612,0.0,0.0,16,2124,,,,,,,,,
,,,,,,,,,16,2124,0.14205147325992584,0.011634537018835545,0.1304168850183487,0.0,0.0,0.011892111040651798,0.1857031136751175,0.0,0.0
