val_Total_Loss,val_Energy_MAE,val_Force_MAE,val_Stress_MAE,val_Site_Wise_MAE,val_Energy_RMSE,val_Force_RMSE,val_Stress_RMSE,val_Site_Wise_RMSE,epoch,step,train_Total_Loss,train_Energy_MAE,train_Force_MAE,train_Stress_MAE,train_Site_Wise_MAE,train_Energy_RMSE,train_Force_RMSE,train_Stress_RMSE,train_Site_Wise_RMSE
0.846805989742279,0.005599090363830328,0.8412067890167236,0.0,0.0,0.006692109163850546,1.1456187963485718,0.0,0.0,0,62,,,,,,,,,
,,,,,,,,,0,62,0.8468102812767029,0.007166107185184956,0.8396442532539368,0.0,0.0,0.008496087044477463,1.1455937623977661,0.0,0.0
0.8459680676460266,0.005539947655051947,0.8404279947280884,0.0,0.0,0.006604206748306751,1.1449799537658691,0.0,0.0,1,125,,,,,,,,,
,,,,,,,,,1,125,0.8449646830558777,0.005599792581051588,0.8393648266792297,0.0,0.0,0.0068429214879870415,1.1453425884246826,0.0,0.0
0.8102387189865112,0.012600158341228962,0.7976384162902832,0.0,0.0,0.01388890016824007,1.0303491353988647,0.0,0.0,2,188,,,,,,,,,
,,,,,,,,,2,188,0.8027001023292542,0.04522402957081795,0.7574761509895325,0.0,0.0,0.046082403510808945,1.0399388074874878,0.0,0.0
0.4288187026977539,0.02502322383224964,0.4037955105304718,0.0,0.0,0.025477973744273186,0.6067954301834106,0.0,0.0,3,251,,,,,,,,,
,,,,,,,,,3,251,0.5670379400253296,0.03424801677465439,0.5327897667884827,0.0,0.0,0.03489924222230911,0.7497773170471191,0.0,0.0
0.4287239611148834,0.08556109666824341,0.34316277503967285,0.0,0.0,0.08566530793905258,0.52176433801651,0.0,0.0,4,314,,,,,,,,,
,,,,,,,,,4,314,0.3828696310520172,0.02518356405198574,0.35768604278564453,0.0,0.0,0.025832409039139748,0.5434020757675171,0.0,0.0
0.3238758146762848,0.015626495704054832,0.30824926495552063,0.0,0.0,0.016077827662229538,0.4706405699253082,0.0,0.0,5,377,,,,,,,,,
,,,,,,,,,5,377,0.35280951857566833,0.032624632120132446,0.3201848864555359,0.0,0.0,0.033054620027542114,0.4916912317276001,0.0,0.0
0.324327290058136,0.03698715195059776,0.2873401343822479,0.0,0.0,0.03716140240430832,0.42329609394073486,0.0,0.0,6,440,,,,,,,,,
,,,,,,,,,6,440,0.30074530839920044,0.014026275835931301,0.2867189943790436,0.0,0.0,0.014626456424593925,0.4374242424964905,0.0,0.0
0.25921159982681274,0.01103655993938446,0.2481750249862671,0.0,0.0,0.011572333984076977,0.3761645257472992,0.0,0.0,7,503,,,,,,,,,
,,,,,,,,,7,503,0.28765615820884705,0.01789666712284088,0.2697596251964569,0.0,0.0,0.018412325531244278,0.4050838351249695,0.0,0.0
0.2455863356590271,0.007925079204142094,0.23766125738620758,0.0,0.0,0.008511424995958805,0.352022260427475,0.0,0.0,8,566,,,,,,,,,
,,,,,,,,,8,566,0.25843048095703125,0.011453460901975632,0.24697701632976532,0.0,0.0,0.012063875794410706,0.3645790219306946,0.0,0.0
0.2761390209197998,0.004265381023287773,0.2718735933303833,0.0,0.0,0.004942640196532011,0.3707100749015808,0.0,0.0,9,629,,,,,,,,,
,,,,,,,,,9,629,0.26230934262275696,0.012794829905033112,0.24951449036598206,0.0,0.0,0.013353489339351654,0.356935977935791,0.0,0.0
0.23303256928920746,0.00850918609648943,0.22452335059642792,0.0,0.0,0.009019550867378712,0.31824496388435364,0.0,0.0,10,692,,,,,,,,,
,,,,,,,,,10,692,0.26308318972587585,0.015658782795071602,0.2474244385957718,0.0,0.0,0.01615094020962715,0.3482527732849121,0.0,0.0
0.23698706924915314,0.021579040214419365,0.21540804207324982,0.0,0.0,0.021770063787698746,0.3135417103767395,0.0,0.0,11,755,,,,,,,,,
,,,,,,,,,11,755,0.23327945172786713,0.014162353239953518,0.21911710500717163,0.0,0.0,0.014675856567919254,0.3135174512863159,0.0,0.0
0.2304871678352356,0.03143768385052681,0.19904953241348267,0.0,0.0,0.03155728802084923,0.2877100706100464,0.0,0.0,12,818,,,,,,,,,
,,,,,,,,,12,818,0.22889338433742523,0.021852508187294006,0.20704086124897003,0.0,0.0,0.022243646904826164,0.2985616624355316,0.0,0.0
0.21185575425624847,0.021838989108800888,0.19001677632331848,0.0,0.0,0.02200242318212986,0.2759898006916046,0.0,0.0,13,881,,,,,,,,,
,,,,,,,,,13,881,0.21480710804462433,0.013485870324075222,0.20132125914096832,0.0,0.0,0.01396042387932539,0.28779008984565735,0.0,0.0
0.22462807595729828,0.02403024211525917,0.200597882270813,0.0,0.0,0.024175137281417847,0.2813836634159088,0.0,0.0,14,944,,,,,,,,,
,,,,,,,,,14,944,0.2080341875553131,0.014306243509054184,0.1937280148267746,0.0,0.0,0.014747491106390953,0.2774735689163208,0.0,0.0
0.19219370186328888,0.009562225081026554,0.1826315075159073,0.0,0.0,0.009934692643582821,0.2641335427761078,0.0,0.0,15,1007,,,,,,,,,
,,,,,,,,,15,1007,0.21412883698940277,0.020204009488224983,0.19392484426498413,0.0,0.0,0.02055308036506176,0.2779630720615387,0.0,0.0
0.19650916755199432,0.018437042832374573,0.17807212471961975,0.0,0.0,0.018614063039422035,0.25599128007888794,0.0,0.0,16,1070,,,,,,,,,
,,,,,,,,,16,1070,0.19932465255260468,0.01881924457848072,0.1805054098367691,0.0,0.0,0.019115716218948364,0.259193480014801,0.0,0.0
0.17736069858074188,0.008820220828056335,0.16854044795036316,0.0,0.0,0.009158859960734844,0.24278143048286438,0.0,0.0,17,1133,,,,,,,,,
